DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	1q41	1	220801995	MOSC1	MARC1			64757			rs1874124-C	rs1874124	0	1874124	intron_variant	0	0.86	5E-10	9.301029995663981		0.054	[0.036-0.072] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	20q12	20	40551182	MAFB	LOC107985446 - LOC102724968	107985446	102724968		39024	19161	rs1883711-C	rs1883711	0	1883711	intergenic_variant	1	0.04	2E-15	14.698970004336019		0.147	[0.11-0.18] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	1p32.3	1	55119171	PCSK9	USP24			23358			rs191448950-G	rs191448950	0	191448950	intron_variant	0	0.99	6E-73	72.22184874961636		0.468	[0.42-0.52] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	12q24.31	12	121012362	HNF1A	C12orf43			64897			rs2264750-T	rs2264750	0	2264750	intron_variant	0	0.3	7E-11	10.154901959985743		0.042	[0.03-0.054] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	10q25.2	10	112153464	GPAM	GPAM			57678			rs2297991-T	rs2297991	0	2297991	3_prime_UTR_variant	0	0.28	8E-10	9.096910013008056		0.042	[0.028-0.056] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	20p12.1	20	17863324	SNX5	LOC107985440 - LOC105372548	107985440	105372548		12866	9312	rs2618568-C	rs2618568	0	2618568	intergenic_variant	1	0.37	2E-12	11.698970004336019		0.044	[0.032-0.056] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	9q31.1	9	104899461	ABCA1	ABCA1			19			rs2740488-A	rs2740488	0	2740488	intron_variant	0	0.76	2E-22	21.69897000433602		0.067	[0.053-0.081] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	2q21.3	2	135765371	RAB3GAP1	UBXN4			23190			rs28453840-G	rs28453840	0	28453840	intron_variant	0	0.21	3E-9	8.522878745280337		0.046	[0.03-0.062] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	11q24.2	11	126375060	ST3GAL4	ST3GAL4			6484			rs4307732-A	rs4307732	0	4307732	non_coding_transcript_exon_variant	0	0.11	3E-9	8.522878745280337		0.056	[0.038-0.074] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	8q12.1	8	58480714	CYP7A1	UBXN2B - CYP7A1	137886	1581		29206	9464	rs4738684-A	rs4738684	0	4738684	intergenic_variant	1	0.34	3E-11	10.522878745280337		0.041	[0.029-0.053] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA				ABO							rs507666-A	rs507666	0	507666		1	0.18	2E-18	17.69897000433602		0.067	[0.051-0.083] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	7p15.3	7	21567665	DNAH11	DNAH11, LOC105375183			8701, 105375183			rs55649657-G	rs55649657	0	55649657	intron_variant	0	0.21	4E-13	12.397940008672037		0.052	[0.038-0.066] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	Cholesterol, total	up to 62,166 European ancestry individuals	NA	17p13.1	17	7176997	DLG4	ASGR1			432			rs55714927-C	rs55714927	0	55714927	synonymous_variant	0	0.78	7E-12	11.154901959985743		0.057	[0.041-0.073] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
