DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	13q21.32	13	66393490	PCDH9	PCDH9			5101			rs17081231-?	rs17081231	0	17081231	intron_variant	0	NR	7E-7	6.154901959985743	(weight)			Illumina [~ 550000]	N
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	2q14.2	2	120437605	INHBB	INHBB - LINC01101	3625	84931		85798	26730	rs7581710-?	rs7581710	0	7581710	regulatory_region_variant	1	NR	2E-7	6.698970004336019	(WHR)			Illumina [~ 550000]	N
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	6q23.2	6	131488780	ARG1	RPL21P67 - ARG1	100271180	383		19212	84379	rs2807278-?	rs2807278	0	2807278	intergenic_variant	1	NR	3E-7	6.522878745280337	(WHR)			Illumina [~ 550000]	N
2011-05-28	21552555	Wang K	2011-04-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21552555	A genome-wide association study on obesity and obesity-related traits.	Obesity	520 European ancestry cases, 540 European ancestry controls	1,196 European ancestry individuals	14q24.3	14	78319734	NRXN3	NRXN3			9369			rs11624704-?	rs11624704	0	11624704	intron_variant	0	NR	3E-9	8.522878745280337	(WHR)			Illumina [~ 550000]	N
2013-08-28	23818313	Kim HJ	2012-11-06	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23818313	Combined linkage and association analyses identify a novel locus for obesity near PROX1 in Asians.	Obesity	756 Mongolian ancestry individuals from 55 families	1,301 Korean ancestry individuals	5q14.1	5	79803175	CMYA5	CMYA5 - LOC102724557	202333	102724557		2949	37462	rs259067-A	rs259067	0	259067	intron_variant	1	0.47	1E-6	6.0	(BMI)			Illumina [567072]	N
2013-08-28	23818313	Kim HJ	2012-11-06	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23818313	Combined linkage and association analyses identify a novel locus for obesity near PROX1 in Asians.	Obesity	756 Mongolian ancestry individuals from 55 families	1,301 Korean ancestry individuals	7q31.1	7	114989231	MDFIC	MDFIC			29969			rs7784447-A	rs7784447	0	7784447	intron_variant	0	0.11	4E-6	5.3979400086720375	(BMI)			Illumina [567072]	N
2013-08-28	23818313	Kim HJ	2012-11-06	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23818313	Combined linkage and association analyses identify a novel locus for obesity near PROX1 in Asians.	Obesity	756 Mongolian ancestry individuals from 55 families	1,301 Korean ancestry individuals	1q32.3	1	213737151	PROX1	LOC105372912			105372912			rs1704198-A	rs1704198	0	1704198	intron_variant	0	0.19	4E-7	6.3979400086720375	(WC)			Illumina [567072]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	16q12.2	16	53791576	FTO	FTO			79068			rs9941349-T	rs9941349	0	9941349	intron_variant	0	0.43	6E-12	11.221848749616356		1.48	[1.33-1.66]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	10p11.21	10	37693169	ZNF248	LOC105376498 - ZNF248	105376498	57209		12861	65283	rs7474896-T	rs7474896	0	7474896	intergenic_variant	1	0.14	9E-7	6.045757490560675		1.46	[1.25-1.69]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	2p16.1	2	54929493	RTN4	EML6			400954			rs6726292-G	rs6726292	0	6726292	intron_variant	0	0.73	1E-6	6.0		1.39	[1.22-1.59]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	6p21.31	6	33656956	ITPR3	ITPR3			3710			rs999943-T	rs999943	0	999943	intron_variant	0	0.72	1E-6	6.0		1.37	[1.20-1.56]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	4q26	4	117171981	TRAM1L1	LOC105377388 - LOC105377389	105377388	105377389		66450	143383	rs10433903-T	rs10433903	0	10433903	intergenic_variant	1	0.66	3E-6	5.522878745280337		1.33	[1.19-1.52]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	11p14.2	11	26583784	MUC15	ANO3			63982			rs12295638-C	rs12295638	0	12295638	intron_variant	0	0.10	4E-6	5.3979400086720375		1.49	[1.26-1.77]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	5q23.3	5	128363682	FBN2	FBN2			2201			rs374748-G	rs374748	0	374748	intron_variant	0	0.11	4E-6	5.3979400086720375		1.47	[1.25-1.73]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	3p24.2	3	25518740	RARB	RARB			5915			rs1435703-T	rs1435703	0	1435703	intron_variant	0	0.06	4E-6	5.3979400086720375		1.66	[1.34-2.06]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	3p24.3	3	16366982	RAFTLIN	OXNAD1, RFTN1			92106, 23180			rs12635698-C	rs12635698	0	12635698	intron_variant	0	0.15	5E-6	5.301029995663981		1.41	[1.21-1.63]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	10q22.1	10	70572684	PRF1	PALD1 - PRF1	27143	5551		4234	24664	rs10999409-T	rs10999409	0	10999409	downstream_gene_variant	1	0.45	5E-6	5.301029995663981		1.3	[1.16-1.45]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	20p12.1	20	15355108	C20orf133	MACROD2			140733			rs6110577-C	rs6110577	0	6110577	intron_variant	0	0.16	5E-6	5.301029995663981		1.4	[1.21-1.61]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	6p21.31	6	33794465	MLN	LOC105375024			105375024			rs2274459-A	rs2274459	0	2274459	downstream_gene_variant	0	0.17	6E-6	5.221848749616356		1.38	[1.20-1.58]	Illumina [457251]	N
2009-07-01	19553259	Cotsapas C	2009-06-24	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19553259	Common body mass index-associated variants confer risk of extreme obesity.	Obesity (extreme)	775 European ancestry cases, 3,197 European ancestry controls	NA	2q33.3	2	205971888	FLJ20309	RN7SKP178 - INO80D	106479175	54891		70929	21833	rs7603514-A	rs7603514	0	7603514	intergenic_variant	1	0.20	8E-6	5.096910013008056		1.36	[1.19-1.56]	Illumina [457251]	N
2012-08-10	23505185	Plourde M	2012-06-28	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/23505185	A variant in the LRRFIP1 gene is associated with adiposity and inflammation.	Adiposity	928 French Canadian individuals	NA	2q37.3	2	237763782	LRRFIP1	LRRFIP1			9208			rs11680012-C	rs11680012	0	11680012	missense_variant	0	0.05	4E-6	5.3979400086720375	(TAT)	0.581	[NR] cm2 increase	Illumina [543714]	N
2009-07-01	19557161	Lindgren CM	2009-06-26	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19557161	Genome-wide association scan meta-analysis identifies three Loci influencing adiposity and fat distribution.	Adiposity	38,580 European ancestry individuals	Up to 102,064 European ancestry individuals	6p12.3	6	50835337	TFAP2B	TFAP2B			7021			rs987237-G	rs987237	0	987237	intron_variant	0	0.164	2E-11	10.698970004336019	(WC)	0.04	[0.03-0.05] z-score unit increase	Affymetrix, Illumina [2573738] (imputed)	N
2009-07-01	19557161	Lindgren CM	2009-06-26	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19557161	Genome-wide association scan meta-analysis identifies three Loci influencing adiposity and fat distribution.	Adiposity	38,580 European ancestry individuals	Up to 102,064 European ancestry individuals	8p23.1	8	10002570	MSRA	LOC105379235			105379235			rs7826222-G	rs7826222	1	545854	intergenic_variant	0	0.183	9E-9	8.045757490560675	(WC)	0.04	[0.03-0.05] z-score unit increase	Affymetrix, Illumina [2573738] (imputed)	N
2009-07-01	19557161	Lindgren CM	2009-06-26	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19557161	Genome-wide association scan meta-analysis identifies three Loci influencing adiposity and fat distribution.	Adiposity	38,580 European ancestry individuals	Up to 102,064 European ancestry individuals	1q41	1	219470882	LYPLAL1	LOC107985272, LOC102723886			107985272, 102723886			rs2605100-G	rs2605100	0	2605100	intergenic_variant	0	0.692	3E-8	7.522878745280337	(WHR in women)	0.04	[0.03-0.05] z-score unit increase	Affymetrix, Illumina [2573738] (imputed)	N
2009-07-01	19557161	Lindgren CM	2009-06-26	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19557161	Genome-wide association scan meta-analysis identifies three Loci influencing adiposity and fat distribution.	Adiposity	38,580 European ancestry individuals	Up to 102,064 European ancestry individuals	1q42.3	1	235436814	TBCE	TBCE			6905			rs6429082-C	rs6429082	0	6429082	intron_variant	0	0.46	3E-7	6.522878745280337	(WC)			Affymetrix, Illumina [2573738] (imputed)	N
2011-07-08	21706003	Kilpelainen TO	2011-06-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21706003	Genetic variation near IRS1 associates with reduced adiposity and an impaired metabolic profile.	Adiposity	29,069 European ancestry individuals, 7,557 Indian Asian ancestry individuals	39,576 European ancestry individuals	2q36.3	2	226241205	IRS1	LOC646736 - LOC105373915	646736	105373915		61143	213577	rs2943650-T	rs2943650	0	2943650	intergenic_variant	1	0.64	4E-11	10.397940008672037		0.03	[NR] % decrease	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
2011-07-08	21706003	Kilpelainen TO	2011-06-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21706003	Genetic variation near IRS1 associates with reduced adiposity and an impaired metabolic profile.	Adiposity	29,069 European ancestry individuals, 7,557 Indian Asian ancestry individuals	39,576 European ancestry individuals	13q31.1	13	80385072	SPRY2	RNU6-61P - HNRNPA1P31	106480435	100506925		15538	233664	rs534870-A	rs534870	0	534870	intergenic_variant	1	0.68	7E-8	7.154901959985743		0.03	[NR] % decrease	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
2011-07-08	21706003	Kilpelainen TO	2011-06-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21706003	Genetic variation near IRS1 associates with reduced adiposity and an impaired metabolic profile.	Adiposity	29,069 European ancestry individuals, 7,557 Indian Asian ancestry individuals	39,576 European ancestry individuals	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-C	rs8050136	0	8050136	intron_variant	0	0.60	3E-26	25.522878745280337		0.06	[NR] % decrease	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
2008-09-15	18159244	Hinney A	2007-12-26	PLoS One	www.ncbi.nlm.nih.gov/pubmed/18159244	Genome wide association (GWA) study for early onset extreme obesity supports the role of fat mass and obesity associated gene (FTO) variants.	Obesity (early onset extreme)	487 European ancestry cases, 442 European ancestry controls	2,269 European ancestry individuals from 644 families	16q12.2	16	53775335	FTO	FTO			79068			rs1121980-T	rs1121980	0	1121980	intron_variant	0	0.41	1E-7	7.0		1.66	[1.37-2.01]	Affymetrix [440794]	N
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	9p13.2	9	36969208	PAX5	PAX5			5079			rs16933812-?	rs16933812	0	16933812	intron_variant	0		5E-6	5.301029995663981	(BMI)			Illumina [530011]	N
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	3q23	3	139185143	MRPS22	BPESC1 - PISRT1	60467	140464		59976	47849	rs7638110-?	rs7638110	0	7638110	intron_variant	1		5E-8	7.301029995663981	(BMI)			Illumina [530011]	N
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	9p13.2	9	36969208	PAX5	PAX5			5079			rs16933812-?	rs16933812	0	16933812	intron_variant	0		9E-9	8.045757490560675	(TFM)			Illumina [530011]	N
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	3q23	3	139185143	MRPS22	BPESC1 - PISRT1	60467	140464		59976	47849	rs7638110-?	rs7638110	0	7638110	intron_variant	1		2E-6	5.698970004336019	(TFM)			Illumina [530011]	N
2015-05-12	22013104	Melka MG	2011-10-19	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/22013104	Genome-wide scan for loci of adolescent obesity and their relationship with blood pressure.	Obesity-related traits	598 French Canadian founder adolescent individuals	NA	18q21.32	18	60295884	MC4R	LOC105372155			105372155			rs17773430-?	rs17773430	0	17773430	intron_variant	0		6E-6	5.221848749616356	(BMI)			Illumina [530011]	N
2011-05-26	21544081	Dorajoo R	2011-04-19	Int J Obes (Lond)	www.ncbi.nlm.nih.gov/pubmed/21544081	Replication of 13 obesity loci among Singaporean Chinese, Malay and Asian-Indian populations.	Obesity	5,429 Chinese ancestry individuals, 2,431 Malay ancestry individuals, 2,531 Asian Indian ancestry individuals	NA	16q12.2	16	53769662	FTO	FTO			79068			rs1558902-T	rs1558902	0	1558902	intron_variant	0	NR	1E-7	7.0		0.09	[0.06-0.12] unit decrease	Illumina [1283957] (imputed)	N
2011-07-19	21708048	Jiao H	2011-06-28	BMC Med Genomics	www.ncbi.nlm.nih.gov/pubmed/21708048	Genome wide association study identifies KCNMA1 contributing to human obesity.	Obesity	164 European ancestry morbidly obese  individuals, 163 European ancestry lean individuals	4,674 European ancestry morbidly obese individuals, 5,663 European ancestry lean individuals	10q22.3	10	76886778	KCNMA1	KCNMA1			3778			rs2116830-G	rs2116830	0	2116830	3_prime_UTR_variant	0	0.80	3E-10	9.522878745280337		1.26	[1.12-1.41]	Affymetrix [406177]	N
2011-07-19	21708048	Jiao H	2011-06-28	BMC Med Genomics	www.ncbi.nlm.nih.gov/pubmed/21708048	Genome wide association study identifies KCNMA1 contributing to human obesity.	Obesity	164 European ancestry morbidly obese  individuals, 163 European ancestry lean individuals	4,674 European ancestry morbidly obese individuals, 5,663 European ancestry lean individuals	11p14.1	11	27541835	BDNF	BDNF-AS			497258			rs988712-G	rs988712	0	988712	intron_variant	0	0.75	5E-17	16.30102999566398		1.36	[1.20-1.55]	Affymetrix [406177]	N
2014-06-26	20421936	Scherag A	2010-04-22	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20421936	Two new Loci for body-weight regulation identified in a joint analysis of genome-wide association studies for early-onset extreme obesity in French and german study groups.	Obesity (early onset extreme)	1,138 European ancestry cases, 1,120 European ancestry normal or lean controls	1,181 European ancestry cases, 1,960 European ancestry normal or lean controls, 981 European ancestry cases  and 1,430 European ancestry controls from 715 families	16q12.2	16	53769662	FTO	FTO			79068			rs1558902-A	rs1558902	0	1558902	intron_variant	0	NR	5E-19	18.30102999566398		1.37	[1.26-1.50]	Affymetrix, Illumina [1596878] (imputed)	N
2014-06-26	20421936	Scherag A	2010-04-22	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20421936	Two new Loci for body-weight regulation identified in a joint analysis of genome-wide association studies for early-onset extreme obesity in French and german study groups.	Obesity (early onset extreme)	1,138 European ancestry cases, 1,120 European ancestry normal or lean controls	1,181 European ancestry cases, 1,960 European ancestry normal or lean controls, 981 European ancestry cases  and 1,430 European ancestry controls from 715 families	18q21.32	18	60144750	MC4R	LOC105372152 - RPS3AP49	105372152	400652		100281	4794	rs17700144-A	rs17700144	0	17700144	intron_variant	1	NR	6E-11	10.221848749616356		1.22	[1.09-1.37]	Affymetrix, Illumina [1596878] (imputed)	N
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	19p13.11	19	19296909	SUGP1	SUGP1			57794			rs10401969-?	rs10401969	0	10401969	intron_variant	0	NR	3E-7	6.522878745280337				Illumina [605718]	N
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	22q13.31	22	43932850	PNPLA3	PNPLA3			80339			rs4823173-?	rs4823173	0	4823173	intron_variant	0	NR	3E-7	6.522878745280337				Illumina [605718]	N
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	12q22	12	93554681	SOCS2	RN7SL737P - SOCS2-AS1	106481123	144481		44913	10947	rs10859525-?	rs10859525	0	10859525	intron_variant	1	NR	4E-7	6.3979400086720375	(Hepatic lipid content grade 1 versus 0)			Illumina [605718]	N
2015-06-11	25246029	DiStefano JK	2014-09-23	Acta Diabetol	www.ncbi.nlm.nih.gov/pubmed/25246029	Genome-wide analysis of hepatic lipid content in extreme obesity.	Hepatic lipid content in extreme obesity	1,868 European ancestry cases	NA	7p13	7	45195521	RAMP3	RAMP3 - LOC107986736	10268	107986736		11271	62514	rs1294908-?	rs1294908	0	1294908	intergenic_variant	1		7E-7	6.154901959985743	(Hepatic lipid content grade 1 versus 0)			Illumina [605718]	N
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	16q12.2	16	53767042	FTO	FTO			79068			rs1421085-C	rs1421085	0	1421085	intron_variant	0	0.41	3E-28	27.522878745280337		1.44	[1.35-1.54]	Affymetrix [~ 2000000] (imputed)	N
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	18q21.32	18	60185354	MC4R	RNU4-17P - LOC342784	106481177	342784		21647	11001	rs476828-C	rs476828	0	476828	intergenic_variant	1	0.24	9E-14	13.045757490560675		1.33	[1.23-1.43]	Affymetrix [~ 2000000] (imputed)	N
2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	2p25.3	2	629244	TMEM18	LOC105373352 - TMEM18	105373352	129787		67151	38729	rs12463617-C	rs12463617	0	12463617	intergenic_variant	1	0.85	2E-13	12.698970004336019		1.42	[1.29-1.56]	Affymetrix [~ 2000000] (imputed)	N
