DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	3q26.2	3	169383111	MDS1	MECOM			2122			rs448378-A	rs448378	0	448378	intron_variant	0	0.52	1E-7	7.0		0.51	[0.31-0.71] mm Hg decrease	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	10p12.31	10	18419869	CACNB2	CACNB2			783			rs11014166-A	rs11014166	0	11014166	intron_variant	0	0.66	7E-7	6.154901959985743		0.5	[0.30-0.70] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	10q24.32	10	102834750	CYP17A1	CYP17A1			1586			rs1004467-A	rs1004467	0	1004467	non_coding_transcript_exon_variant	0	0.90	1E-10	10.0		1.05	[0.74-1.36] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	11p15.2	11	16880721	PLEKHA7	PLEKHA7			144100			rs381815-T	rs381815	0	381815	intron_variant	0	0.26	2E-9	8.698970004336019		0.65	[0.43-0.87] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q21.33	12	89619312	ATP2B1	ATP2B1			490			rs2681492-T	rs2681492	0	2681492	intron_variant	0	0.80	4E-11	10.397940008672037		0.85	[0.60-1.10] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q24.12	12	111446804	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.48	5E-9	8.301029995663981		0.58	[0.38-0.78] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	3p22.1	3	41871159	ULK4	ULK4			54986			rs9815354-A	rs9815354	0	9815354	intron_variant	0	0.17	3E-9	8.522878745280337		0.49	[0.33-0.65] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	10p12.31	10	18419869	CACNB2	CACNB2			783			rs11014166-A	rs11014166	0	11014166	intron_variant	0	0.66	1E-8	8.0		0.37	[0.25-0.49] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	11p15.2	11	16895672	PLEKHA7	PLEKHA7			144100			rs11024074-T	rs11024074	0	11024074	intron_variant	0	0.72	1E-6	6.0		0.33	[0.19-0.47] mm Hg decrease	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q21.33	12	89615182	ATP2B1	ATP2B1			490			rs2681472-A	rs2681472	0	2681472	intron_variant	0	0.83	1E-9	9.0		0.5	[0.34-0.66] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q24.12	12	111446804	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.48	3E-14	13.522878745280337		0.48	[0.36-0.60] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q24.21	12	114914926	TBX5, TBX3	LOC107984437 - LOC102723639	107984437	102723639		77441	98216	rs2384550-A	rs2384550	0	2384550	regulatory_region_variant	1	0.35	4E-8	7.3979400086720375		0.35	[0.23-0.47] mm Hg decrease	Affymetrix, Illumina [2533153] (imputed)	N
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	15q24.1	15	74833304	CSK, ULK3	CPLX3 - ULK3	594855	25989		1509	2812	rs6495122-A	rs6495122	0	6495122	downstream_gene_variant	1	0.42	2E-10	9.698970004336019		0.4	[0.28-0.52] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	3p21.1	3	53601568	CACNA1D	CACNA1D			776			rs9810888-G	rs9810888	0	9810888	intron_variant	0	0.39	5E-8	7.301029995663981		0.53	[0.33-0.73] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	6p21.33	6	32077074	CYP21A2	TNXB			7148			rs2021783-C	rs2021783	0	2021783	intron_variant	0	0.79	3E-9	8.522878745280337		0.68	[0.44-0.92] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q24.21	12	115760536	MED13L	LOC105370003			105370003			rs11067763-A	rs11067763	0	11067763	intron_variant	0	0.62	6E-16	15.221848749616356		0.81	[0.61-1.01] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	3p24.1	3	27507409	SLC4A7	UBA52P4 - LOC105377005	100271030	105377005		20712	5205	rs820430-A	rs820430	0	820430	intergenic_variant	1	0.32	1E-12	12.0		0.76	[0.54-0.98] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	6p21.33	6	31364962	HLA-B	DHFRP2			729816			rs9266359-C	rs9266359	0	9266359	downstream_gene_variant	0	0.6	7E-6	5.154901959985743		0.44	[0.24-0.64] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	1p36.22	1	10736809	CASZ1	CASZ1			54897			rs880315-C	rs880315	0	880315	intron_variant	0	0.63	6E-10	9.221848749616356		0.97	[0.66-1.28] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	1p13.2	1	112646431	MOV10	CAPZA1			829			rs10745332-A	rs10745332	0	10745332	intron_variant	0	0.82	3E-9	8.522878745280337		0.96	[0.61-1.31] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	4q21.21	4	80236549	FGF5	PRDM8 - FGF5	56978	2250		32220	30039	rs1902859-C	rs1902859	0	1902859	intergenic_variant	1	0.41	2E-22	21.69897000433602		1.34	[1.07-1.61] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	4q32.1	4	155698052	GUCY1A3	GUCY1A3			2982			rs13143871-T	rs13143871	0	13143871	intron_variant	0	0.8	5E-8	7.301029995663981		0.96	[0.61-1.31] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	10q24.32	10	102856906	CYP17A1	C10orf32-ASMT, C10orf32			100528007, 119032			rs4409766-T	rs4409766	0	4409766	intron_variant	0	0.71	6E-17	16.221848749616356		1.24	[0.95-1.53] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	11p15.2	11	16281393	SOX6	SOX6			55553			rs4757391-C	rs4757391	0	4757391	intron_variant	0	0.28	5E-9	8.301029995663981		0.88	[0.59-1.17] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q21.33	12	89666809	ATP2B1	ATP2B1			490			rs17249754-G	rs17249754	0	17249754	intron_variant	0	0.64	4E-12	11.397940008672037		1.03	[0.74-1.32] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q24.13	12	112379979	ALDH2	HECTD4			283450			rs11066280-T	rs11066280	0	11066280	intron_variant	0	0.81	1E-7	7.0		0.96	[0.63-1.29] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q24.21	12	115114632	TBX3	LOC102723639 - LOC105370003	102723639	105370003		9394	258879	rs35444-A	rs35444	0	35444	intergenic_variant	1	0.77	2E-7	6.698970004336019		0.83	[0.52-1.14] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Systolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	20p12.2	20	10985350	JAG1	C20orf187			728434			rs1887320-A	rs1887320	0	1887320	intron_variant	0	0.53	1E-8	8.0		0.78	[0.51-1.05] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	3p21.1	3	53601568	CACNA1D	CACNA1D			776			rs9810888-G	rs9810888	0	9810888	intron_variant	0	0.39	4E-12	11.397940008672037		0.39	[0.27-0.51] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	6p21.33	6	32077074	CYP21A2	TNXB			7148			rs2021783-C	rs2021783	0	2021783	intron_variant	0	0.79	2E-12	11.698970004336019		0.49	[0.35-0.63] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q24.21	12	115760536	MED13L	LOC105370003			105370003			rs11067763-A	rs11067763	0	11067763	intron_variant	0	0.62	2E-18	17.69897000433602		0.51	[0.39-0.63] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	3p24.1	3	27507409	SLC4A7	UBA52P4 - LOC105377005	100271030	105377005		20712	5205	rs820430-A	rs820430	0	820430	intergenic_variant	1	0.32	8E-6	5.096910013008056		0.27	[0.15-0.39] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	6p21.33	6	31364962	HLA-B	DHFRP2			729816			rs9266359-C	rs9266359	0	9266359	downstream_gene_variant	0	0.6	2E-7	6.698970004336019		0.29	[0.17-0.41] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	1p36.22	1	10736809	CASZ1	CASZ1			54897			rs880315-C	rs880315	0	880315	intron_variant	0	0.63	8E-8	7.096910013008056		0.46	[0.28-0.64] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	1p13.2	1	112646431	MOV10	CAPZA1			829			rs10745332-A	rs10745332	0	10745332	intron_variant	0	0.82	8E-8	7.096910013008056		0.53	[0.33-0.73] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	4q21.21	4	80236549	FGF5	PRDM8 - FGF5	56978	2250		32220	30039	rs1902859-C	rs1902859	0	1902859	intergenic_variant	1	0.41	4E-20	19.397940008672037		0.71	[0.55-0.87] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	4q32.1	4	155698052	GUCY1A3	GUCY1A3			2982			rs13143871-T	rs13143871	0	13143871	intron_variant	0	0.8	6E-7	6.221848749616356		0.49	[0.29-0.69] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	10q24.32	10	102856906	CYP17A1	C10orf32-ASMT, C10orf32			100528007, 119032			rs4409766-T	rs4409766	0	4409766	intron_variant	0	0.71	6E-13	12.221848749616356		0.59	[0.41-0.77] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	11p15.2	11	16281393	SOX6	SOX6			55553			rs4757391-C	rs4757391	0	4757391	intron_variant	0	0.28	5E-9	8.301029995663981		0.49	[0.31-0.67] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q21.33	12	89666809	ATP2B1	ATP2B1			490			rs17249754-G	rs17249754	0	17249754	intron_variant	0	0.64	2E-10	9.698970004336019		0.52	[0.36-0.68] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	12q24.13	12	112379979	ALDH2	HECTD4			283450			rs11066280-T	rs11066280	0	11066280	intron_variant	0	0.81	3E-10	9.522878745280337		0.62	[0.42-0.82] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2015-06-23	25249183	Lu X	2014-09-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25249183	Genome-wide association study in Chinese identifies novel loci for blood pressure and hypertension.	Diastolic blood pressure	11,816 Han Chinese ancestry individuals	69,146 Han Chinese ancestry individuals	20p12.2	20	10985350	JAG1	C20orf187			728434			rs1887320-A	rs1887320	0	1887320	intron_variant	0	0.53	2E-8	7.698970004336019		0.43	[0.27-0.59] unit increase	Affymetrix, Illumina [2485448] (imputed)	N
2008-06-18	17903302	Levy D	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903302	Framingham Heart Study 100K Project: genome-wide associations for blood pressure and arterial stiffness.	Tonometry	644 individuals	NA	20q13.13	20	48726522	PREX1	PREX1			57580			rs6063312-?	rs6063312	0	6063312	intron_variant	0	NR	2E-6	5.698970004336019	(RW)			Affymetrix [70897]	N
2008-06-18	17903302	Levy D	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903302	Framingham Heart Study 100K Project: genome-wide associations for blood pressure and arterial stiffness.	Tonometry	644 individuals	NA	5q14.3	5	88792622	MEF2C	MEF2C			4208			rs770189-?	rs770189	0	770189	intron_variant	0	NR	3E-6	5.522878745280337	(CB-PWV)			Affymetrix [70897]	N
2008-06-18	17903302	Levy D	2007-09-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903302	Framingham Heart Study 100K Project: genome-wide associations for blood pressure and arterial stiffness.	Tonometry	644 individuals	NA	3p22.3	3	34921177	intergenic	LOC101928135			101928135			rs10514688-?	rs10514688	0	10514688	intergenic_variant	0	NR	6E-6	5.221848749616356	(CB-PWV)			Affymetrix [70897]	N
